algorithm,seq,worker_id,send_ts,comp_ts,latency_ms,status,rssi
Greedy,56,3037662008,85417,84640,4294966519,completed,-29
Greedy,40,3658959723,84419,84381,4294967258,completed,-11
Greedy,57,3037662008,85467,84742,4294966571,completed,-29
Greedy,58,3037662008,85517,84845,4294966624,completed,-29
Greedy,41,3658959723,84469,84483,14,completed,-11
Greedy,59,3037662008,85567,84948,4294966677,completed,-29
Greedy,60,3037662008,85617,85051,4294966730,completed,-29
Greedy,61,3037662008,85667,85154,4294966783,completed,-29
Greedy,42,3658959723,84519,84584,65,completed,-11
Greedy,62,3037662008,85871,85257,4294966682,completed,-29
Greedy,63,3037662008,85921,85360,4294966735,completed,-29
Greedy,64,3037662008,85971,85463,4294966788,completed,-29
Greedy,43,3658959723,84569,84685,116,completed,-11
Greedy,65,3037662008,86021,85566,4294966841,completed,-29
Greedy,66,3037662008,86071,85667,4294966892,completed,-29
Greedy,67,3037662008,86121,85770,4294966945,completed,-34
Greedy,44,3658959723,84619,84787,168,completed,-11
Greedy,45,3658959723,84867,84889,22,completed,-11
Greedy,68,3037662008,86171,85872,4294966997,completed,-34
Greedy,69,3037662008,86221,85975,4294967050,completed,-34
Greedy,70,3037662008,86271,86078,4294967103,completed,-34
Greedy,46,3658959723,84917,84991,74,completed,-11
Greedy,71,3037662008,86321,86181,4294967156,completed,-34
Greedy,72,3037662008,86371,86284,4294967209,completed,-34
Greedy,73,3037662008,86421,86387,4294967262,completed,-34
Greedy,47,3658959723,84967,85093,126,completed,-11
Greedy,48,3658959723,85017,85194,177,completed,-11
Greedy,74,3037662008,86471,86490,19,completed,-34
Greedy,75,3037662008,86521,86593,72,completed,-34
Greedy,76,3037662008,86571,86695,124,completed,-34
Greedy,96,3658959723,87927,86781,4294966150,completed,-11
Greedy,77,3037662008,86623,86798,175,completed,-34
Greedy,97,3658959723,87977,86883,4294966202,completed,-11
Greedy,78,3037662008,86673,86901,228,completed,-34
Greedy,98,3658959723,88032,86986,4294966250,completed,-11
Greedy,79,3037662008,86877,87003,126,completed,-34
Greedy,99,3658959723,88082,87089,4294966303,completed,-11
Greedy,80,3037662008,86928,87106,178,completed,-34
Greedy,100,3658959723,88132,87192,4294966356,completed,-11
Greedy,81,3037662008,86978,87209,231,completed,-34
Greedy,101,3658959723,88182,87295,4294966409,completed,-11
Greedy,102,3658959723,88232,87397,4294966461,completed,-11
Greedy,103,3658959723,88282,87500,4294966514,completed,-11
Greedy,82,3037662008,87038,87312,274,completed,-34
Greedy,104,3658959723,88332,87602,4294966566,completed,-11
Greedy,105,3658959723,88382,87703,4294966617,completed,-11
Greedy,106,3658959723,88432,87806,4294966670,completed,-9
Greedy,83,3037662008,87088,87414,326,completed,-34
Greedy,84,3037662008,87140,87516,376,completed,-34
Greedy,85,3037662008,87190,87619,429,completed,-34
Greedy,86,3037662008,87240,87721,481,completed,-34
Greedy,107,3658959723,88482,87909,4294966723,completed,-9
Greedy,87,3037662008,87290,87822,532,completed,-32
Greedy,88,3037662008,87340,87923,583,completed,-32
Greedy,89,3037662008,87390,88025,635,completed,-32
Greedy,90,3037662008,87440,88126,686,completed,-32
Greedy,108,3658959723,88532,88012,4294966776,completed,-9
Greedy,91,3037662008,87490,88232,742,completed,-32
Greedy,92,3037662008,87540,88334,794,completed,-32
Greedy,109,3658959723,88582,88114,4294966828,completed,-9
Greedy,93,3037662008,87590,88437,847,completed,-32
Greedy,110,3658959723,88632,88216,4294966880,completed,-9
Greedy,94,3037662008,87640,88540,900,completed,-32
Greedy,95,3037662008,87874,88641,767,completed,-32
Greedy,111,3658959723,88875,88318,4294966739,completed,-9
Greedy,115,3037662008,89075,88744,4294966965,completed,-32
Greedy,116,3037662008,89127,88847,4294967016,completed,-32
Greedy,117,3037662008,89177,88950,4294967069,completed,-32
Greedy,112,3658959723,88925,88421,4294966792,completed,-9
Greedy,118,3037662008,89227,89053,4294967122,completed,-32
Greedy,119,3037662008,89277,89156,4294967175,completed,-32
Greedy,113,3658959723,88975,88524,4294966845,completed,-9
Greedy,120,3037662008,89327,89261,4294967230,completed,-32
Greedy,121,3037662008,89377,89364,4294967283,completed,-32
Greedy,122,3037662008,89427,89467,40,completed,-32
Greedy,114,3658959723,89025,88626,4294966897,completed,-9
Greedy,123,3037662008,89477,89570,93,completed,-32
Greedy,124,3037662008,89527,89671,144,completed,-32
Greedy,125,3037662008,89577,89773,196,completed,-30
Greedy,126,3037662008,89627,89874,247,completed,-30
Greedy,147,3658959723,91040,89903,4294966159,completed,-10
Greedy,127,3037662008,89677,89977,300,completed,-30
Greedy,148,3658959723,91090,90006,4294966212,completed,-10
Greedy,128,3037662008,89881,90080,199,completed,-30
Greedy,149,3658959723,91140,90109,4294966265,completed,-10
Greedy,129,3037662008,89931,90183,252,completed,-30
Greedy,150,3658959723,91190,90212,4294966318,completed,-10
Greedy,151,3658959723,91240,90315,4294966371,completed,-10
Greedy,130,3037662008,89981,90286,305,completed,-30
Greedy,152,3658959723,91290,90418,4294966424,completed,-10
Greedy,153,3658959723,91340,90520,4294966476,completed,-10
Greedy,154,3658959723,91390,90623,4294966529,completed,-10
Greedy,131,3037662008,90040,90388,348,completed,-30
Greedy,155,3658959723,91443,90730,4294966583,completed,-10
Greedy,156,3658959723,91493,90833,4294966636,completed,-10
Greedy,157,3658959723,91543,90936,4294966689,completed,-10
Greedy,132,3037662008,90090,90490,400,completed,-30
Greedy,133,3037662008,90140,90591,451,completed,-30
Greedy,158,3658959723,91593,91039,4294966742,completed,-10
Greedy,159,3658959723,91643,91142,4294966795,completed,-10
Greedy,134,3037662008,90190,90692,502,completed,-30
Greedy,160,3658959723,91879,91245,4294966662,completed,-10
Greedy,161,3658959723,91929,91348,4294966715,completed,-10
Greedy,162,3658959723,91979,91451,4294966768,completed,-10
Greedy,135,3037662008,90240,90794,554,completed,-30
Greedy,163,3658959723,92029,91554,4294966821,completed,-10
Greedy,164,3658959723,92079,91655,4294966872,completed,-10
Greedy,165,3658959723,92129,91759,4294966926,completed,-10
Greedy,136,3037662008,90290,90895,605,completed,-30
Greedy,166,3658959723,92179,91866,4294966983,completed,-11
Greedy,137,3037662008,90340,90997,657,completed,-30
Greedy,138,3037662008,90390,91099,709,completed,-30
Greedy,139,3037662008,90440,91201,761,completed,-30
Greedy,167,3658959723,92229,91969,4294967036,completed,-11
Greedy,140,3037662008,90490,91303,813,completed,-30
Greedy,141,3037662008,90540,91405,865,completed,-30
Greedy,168,3658959723,92279,92072,4294967089,completed,-11
Greedy,142,3037662008,90590,91507,917,completed,-30
Greedy,143,3037662008,90640,91608,968,completed,-30
Greedy,144,3037662008,90886,91709,823,completed,-30
Greedy,169,3658959723,92329,92175,4294967142,completed,-11
Greedy,145,3037662008,90936,91811,875,completed,-33
Greedy,146,3037662008,90986,91912,926,completed,-33
Greedy,181,3037662008,93083,92014,4294966227,completed,-33
Greedy,170,3658959723,92379,92278,4294967195,completed,-11
Greedy,182,3037662008,93133,92115,4294966278,completed,-33
Greedy,183,3037662008,93183,92217,4294966330,completed,-33
Greedy,184,3037662008,93233,92318,4294966381,completed,-33
Greedy,171,3658959723,92429,92381,4294967248,completed,-11
Greedy,185,3037662008,93283,92421,4294966434,completed,-33
Greedy,186,3037662008,93333,92523,4294966486,completed,-33
Greedy,187,3037662008,93383,92626,4294966539,completed,-33
Greedy,172,3658959723,92479,92483,4,completed,-11
Greedy,188,3037662008,93435,92728,4294966589,completed,-33
Greedy,189,3037662008,93485,92833,4294966644,completed,-33
Greedy,190,3037662008,93535,92935,4294966696,completed,-33
Greedy,173,3658959723,92529,92584,55,completed,-11
Greedy,191,3037662008,93585,93037,4294966748,completed,-33
Greedy,192,3037662008,93635,93140,4294966801,completed,-33
Greedy,174,3658959723,92579,92685,106,completed,-11
Greedy,175,3658959723,92629,92787,158,completed,-11
Greedy,193,3037662008,93881,93243,4294966658,completed,-33
Greedy,194,3037662008,93931,93346,4294966711,completed,-33
Greedy,195,3037662008,93981,93449,4294966764,completed,-33
Greedy,176,3658959723,92679,92889,210,completed,-11
Greedy,196,3037662008,94035,93552,4294966813,completed,-33
Greedy,197,3037662008,94085,93654,4294966865,completed,-33
Greedy,177,3658959723,92882,92991,109,completed,-11
Greedy,198,3037662008,94135,93757,4294966918,completed,-33
Greedy,178,3658959723,92932,93093,161,completed,-11
Greedy,179,3658959723,92982,93195,213,completed,-11
Greedy,199,3037662008,94185,93859,4294966970,completed,-31
Greedy,180,3658959723,93033,93296,263,completed,-11
Greedy,200,3037662008,94235,93960,4294967021,completed,-31
Greedy,201,3037662008,94285,94062,4294967073,completed,-31
Greedy,202,3037662008,94335,94164,4294967125,completed,-31
Greedy,203,3037662008,94385,94265,4294967176,completed,-31
Greedy,204,3037662008,94435,94367,4294967228,completed,-31
Greedy,205,3037662008,94485,94468,4294967279,completed,-31
Greedy,206,3037662008,94535,94570,35,completed,-31
Greedy,207,3037662008,94585,94671,86,completed,-31
Greedy,208,3037662008,94635,94772,137,completed,-31
Greedy,209,3037662008,94889,95938,1049,completed,-34
Greedy,210,3037662008,97104,96217,4294966409,completed,-34
Greedy,211,3037662008,97311,96319,4294966304,completed,-34
Greedy,212,3658959723,97364,96463,4294966395,completed,-11
Greedy,217,3037662008,97614,96468,4294966150,completed,-34
Greedy,218,3037662008,97664,96571,4294966203,completed,-34
Greedy,213,3658959723,97414,96573,4294966455,completed,-11
Greedy,219,3037662008,97714,96674,4294966256,completed,-34
Greedy,214,3658959723,97464,96676,4294966508,completed,-11
Greedy,220,3037662008,97764,96776,4294966308,completed,-34
Greedy,215,3658959723,97514,96779,4294966561,completed,-11
Greedy,221,3037662008,97814,96879,4294966361,completed,-34
Greedy,222,3037662008,97864,96982,4294966414,completed,-34
Greedy,223,3037662008,97914,97084,4294966466,completed,-34
Greedy,216,3658959723,97564,96881,4294966613,completed,-11
Greedy,224,3037662008,97964,97187,4294966519,completed,-34
Greedy,225,3037662008,98014,97290,4294966572,completed,-34
Greedy,226,3037662008,98065,97393,4294966624,completed,-34
Greedy,227,3037662008,98306,97496,4294966486,completed,-34
Greedy,228,3037662008,98358,97599,4294966537,completed,-34
Greedy,229,3037662008,98408,97702,4294966590,completed,-34
Greedy,230,3037662008,98458,97804,4294966642,completed,-35
Greedy,231,3037662008,98508,97907,4294966695,completed,-35
Greedy,242,3658959723,99058,97912,4294966150,completed,-10
Greedy,232,3037662008,98558,98009,4294966747,completed,-35
Greedy,233,3037662008,98608,98110,4294966798,completed,-35
Greedy,243,3658959723,99108,98169,4294966357,completed,-10
Greedy,244,3658959723,99315,98278,4294966259,completed,-10
Greedy,234,3037662008,98658,98213,4294966851,completed,-35
Greedy,245,3658959723,99365,98381,4294966312,completed,-10
Greedy,246,3658959723,99415,98484,4294966365,completed,-10
Greedy,235,3037662008,98708,98315,4294966903,completed,-35
Greedy,247,3658959723,99465,98587,4294966418,completed,-10
Greedy,248,3658959723,99515,98690,4294966471,completed,-10
Greedy,249,3658959723,99565,98793,4294966524,completed,-10
Greedy,236,3037662008,98758,98418,4294966956,completed,-35
Greedy,250,3658959723,99615,98896,4294966577,completed,-10
Greedy,251,3658959723,99665,98999,4294966630,completed,-10
Greedy,237,3037662008,98808,98520,4294967008,completed,-35
Greedy,238,3037662008,98858,98622,4294967060,completed,-35
Greedy,252,3658959723,99715,99101,4294966682,completed,-10
Greedy,253,3658959723,99765,99204,4294966735,completed,-10
Greedy,254,3658959723,99815,99307,4294966788,completed,-10
Greedy,239,3037662008,98908,98724,4294967112,completed,-35
Greedy,255,3658959723,99865,99410,4294966841,completed,-10
Greedy,256,3658959723,99915,99514,4294966895,completed,-10
Greedy,240,3037662008,98958,98826,4294967164,completed,-35
Greedy,257,3658959723,99965,99616,4294966947,completed,-10
Greedy,258,3658959723,100015,99719,4294967000,completed,-10
Greedy,241,3037662008,99008,98928,4294967216,completed,-35
Greedy,259,3658959723,100065,99822,4294967053,completed,-11
Greedy,260,3658959723,100309,99925,4294966912,completed,-11
Greedy,261,3658959723,100359,100028,4294966965,completed,-11
Greedy,275,3037662008,101061,99915,4294966150,completed,-35
Greedy,262,3658959723,100409,100129,4294967016,completed,-11
Greedy,276,3037662008,101111,100160,4294966345,completed,-35
Greedy,263,3658959723,100459,100233,4294967070,completed,-11
Greedy,277,3037662008,101316,100361,4294966341,completed,-35
Greedy,278,3037662008,101366,100464,4294966394,completed,-35
Greedy,279,3037662008,101416,100567,4294966447,completed,-35
Greedy,264,3658959723,100509,100335,4294967122,completed,-11
Greedy,280,3037662008,101466,100670,4294966500,completed,-35
Greedy,281,3037662008,101516,100773,4294966553,completed,-35
Greedy,282,3037662008,101566,100876,4294966606,completed,-35
Greedy,265,3658959723,100559,100437,4294967174,completed,-11
Greedy,283,3037662008,101616,100979,4294966659,completed,-35
Greedy,284,3037662008,101666,101081,4294966711,completed,-35
Greedy,285,3037662008,101716,101187,4294966767,completed,-35
Greedy,286,3037662008,101766,101290,4294966820,completed,-35
Greedy,266,3658959723,100609,100538,4294967225,completed,-11
Greedy,287,3037662008,101816,101393,4294966873,completed,-35
Greedy,267,3658959723,100659,100639,4294967276,completed,-11
Greedy,288,3037662008,101866,101500,4294966930,completed,-35
Greedy,268,3658959723,100709,100741,32,completed,-11
Greedy,289,3037662008,101916,101603,4294966983,completed,-35
Greedy,290,3037662008,101966,101706,4294967036,completed,-35
Greedy,291,3037662008,102016,101809,4294967089,completed,-29
Greedy,292,3037662008,102066,101911,4294967141,completed,-29
Greedy,269,3658959723,100759,100843,84,completed,-11
Greedy,293,3037662008,102317,102013,4294966992,completed,-29
Greedy,270,3658959723,100809,100944,135,completed,-11
Greedy,294,3037662008,102367,102114,4294967043,completed,-29
Greedy,295,3037662008,102417,102217,4294967096,completed,-29
Greedy,271,3658959723,100859,101045,186,completed,-11
Greedy,296,3037662008,102467,102319,4294967148,completed,-29
Greedy,272,3658959723,100909,101146,237,completed,-11
Greedy,297,3037662008,102517,102422,4294967201,completed,-29
Greedy,298,3037662008,102567,102525,4294967254,completed,-29
Greedy,273,3658959723,100959,101248,289,completed,-11
Greedy,299,3037662008,102617,102628,11,completed,-29
Greedy,300,3037662008,102667,102733,66,completed,-29
Greedy,301,3037662008,102717,102836,119,completed,-29
Greedy,302,3037662008,102767,102939,172,completed,-29
Greedy,274,3658959723,101011,101350,339,completed,-11
Greedy,303,3037662008,102817,103041,224,completed,-29
Greedy,304,3037662008,102867,103142,275,completed,-29
Greedy,305,3037662008,102917,103245,328,completed,-29
Greedy,306,3037662008,102968,103348,380,completed,-29
Greedy,307,3037662008,103018,103451,433,completed,-29
Greedy,331,3658959723,104615,103468,4294966149,completed,-10
Greedy,308,3037662008,103071,103554,483,completed,-29
Greedy,332,3658959723,104665,103577,4294966208,completed,-10
Greedy,309,3037662008,103319,103656,337,completed,-29
Greedy,333,3658959723,104715,103680,4294966261,completed,-10
Greedy,334,3658959723,104765,103783,4294966314,completed,-10
Greedy,310,3037662008,103369,103759,390,completed,-29
Greedy,311,3037662008,103419,103861,442,completed,-33
Greedy,335,3658959723,104815,103886,4294966367,completed,-10
Greedy,312,3037662008,103469,103963,494,completed,-33
Greedy,336,3658959723,104865,103989,4294966420,completed,-10
Greedy,313,3037662008,103519,104066,547,completed,-33
Greedy,337,3658959723,104917,104090,4294966469,completed,-10
Greedy,314,3037662008,103570,104170,600,completed,-33
Greedy,338,3658959723,104967,104193,4294966522,completed,-10
Greedy,315,3037662008,103620,104273,653,completed,-33
Greedy,316,3037662008,103670,104376,706,completed,-33
Greedy,339,3658959723,105017,104296,4294966575,completed,-10
Greedy,317,3037662008,103720,104479,759,completed,-33
Greedy,318,3037662008,103770,104583,813,completed,-33
Greedy,319,3037662008,103820,104686,866,completed,-33
Greedy,320,3037662008,103870,104789,919,completed,-33
Greedy,321,3037662008,103920,104892,972,completed,-33
Greedy,322,3037662008,103970,104995,1025,completed,-33
Greedy,323,3037662008,104020,105097,1077,completed,-33
Greedy,324,3037662008,104070,105199,1129,completed,-33
Greedy,325,3037662008,104315,105302,987,completed,-33
Greedy,326,3037662008,104365,105405,1040,completed,-33
Greedy,327,3037662008,104415,105512,1097,completed,-33
Greedy,328,3037662008,104465,105615,1150,completed,-33
Greedy,329,3037662008,104515,105718,1203,completed,-33
Greedy,330,3037662008,104565,105821,1256,completed,-34
Greedy,340,3037662008,105067,105924,857,completed,-34
Greedy,373,3658959723,107087,105941,4294966150,completed,-10
Greedy,341,3037662008,105117,106027,910,completed,-34
Greedy,342,3037662008,105324,106128,804,completed,-34
Greedy,374,3658959723,107326,106321,4294966291,completed,-10
Greedy,343,3037662008,105374,106230,856,completed,-34
Greedy,375,3658959723,107376,106424,4294966344,completed,-10
Greedy,376,3658959723,107426,106527,4294966397,completed,-10
Greedy,344,3037662008,105424,106331,907,completed,-34
Greedy,377,3658959723,107476,106630,4294966450,completed,-10
Greedy,378,3658959723,107526,106733,4294966503,completed,-10
Greedy,379,3658959723,107576,106836,4294966556,completed,-10
Greedy,380,3658959723,107626,106939,4294966609,completed,-10
Greedy,345,3037662008,105474,106433,959,completed,-34
Greedy,381,3658959723,107676,107042,4294966662,completed,-10
Greedy,346,3037662008,105524,106535,1011,completed,-34
Greedy,382,3658959723,107726,107143,4294966713,completed,-10
Greedy,383,3658959723,107776,107246,4294966766,completed,-10
Greedy,347,3037662008,105574,106637,1063,completed,-34
Greedy,384,3658959723,107826,107349,4294966819,completed,-10
Greedy,385,3658959723,107876,107452,4294966872,completed,-10
Greedy,386,3658959723,107926,107555,4294966925,completed,-10
Greedy,348,3037662008,105624,106739,1115,completed,-34
Greedy,387,3658959723,107976,107659,4294966979,completed,-10
Greedy,388,3658959723,108028,107762,4294967030,completed,-10
Greedy,349,3037662008,105674,106840,1166,completed,-34
Greedy,350,3037662008,105724,106942,1218,completed,-34
Greedy,351,3037662008,105774,107043,1269,completed,-34
Greedy,389,3658959723,108078,107865,4294967083,completed,-11
Greedy,352,3037662008,105824,107144,1320,completed,-34
Greedy,390,3658959723,108323,107967,4294966940,completed,-11
Greedy,353,3037662008,105874,107246,1372,completed,-34
Greedy,391,3658959723,108373,108070,4294966993,completed,-11
Greedy,354,3037662008,105924,107348,1424,completed,-34
Greedy,355,3037662008,105974,107450,1476,completed,-34
Greedy,356,3037662008,106024,107551,1527,completed,-34
Greedy,392,3658959723,108423,108172,4294967045,completed,-11
Greedy,357,3037662008,106074,107653,1579,completed,-34
Greedy,358,3037662008,106320,107755,1435,completed,-34
Greedy,359,3037662008,106370,107857,1487,completed,-30
Greedy,360,3037662008,106420,107959,1539,completed,-30
Greedy,361,3037662008,106470,108061,1591,completed,-30
Greedy,393,3658959723,108473,108275,4294967098,completed,-11
Greedy,362,3037662008,106520,108162,1642,completed,-30
Greedy,363,3037662008,106570,108264,1694,completed,-30
Greedy,364,3037662008,106620,108365,1745,completed,-30
Greedy,365,3037662008,106670,108467,1797,completed,-30
Greedy,366,3037662008,106720,108568,1848,completed,-30
Greedy,394,3658959723,108523,108377,4294967150,completed,-11
Greedy,367,3037662008,106775,108671,1896,completed,-30
Greedy,368,3037662008,106825,108773,1948,completed,-30
Greedy,369,3037662008,106878,108876,1998,completed,-30
Greedy,395,3658959723,108575,108478,4294967199,completed,-11
Greedy,370,3037662008,106928,108979,2051,completed,-30
Greedy,371,3037662008,106979,109081,2102,completed,-30
Greedy,372,3037662008,107037,109183,2146,completed,-30
Greedy,405,3037662008,109082,109286,204,completed,-30
Greedy,396,3658959723,108625,108580,4294967251,completed,-11
Greedy,397,3658959723,108675,108682,7,completed,-11
Greedy,406,3037662008,109328,109388,60,completed,-30
Greedy,407,3037662008,109378,109491,113,completed,-30
Greedy,398,3658959723,108725,108784,59,completed,-11
Greedy,408,3037662008,109432,109594,162,completed,-30
Greedy,409,3037662008,109482,109697,215,completed,-30
Greedy,410,3037662008,109532,109800,268,completed,-35
Greedy,399,3658959723,108775,108885,110,completed,-11
Greedy,411,3037662008,109582,109903,321,completed,-35
Greedy,412,3037662008,109632,110006,374,completed,-35
Greedy,400,3658959723,108828,108987,159,completed,-11
Greedy,413,3037662008,109682,110107,425,completed,-35
Greedy,414,3037662008,109732,110209,477,completed,-35
Greedy,415,3037662008,109782,110312,530,completed,-35
Greedy,401,3658959723,108878,109088,210,completed,-11
Greedy,416,3037662008,109832,110415,583,completed,-35
Greedy,402,3658959723,108928,109190,262,completed,-11
Greedy,417,3037662008,109882,110518,636,completed,-35
Greedy,418,3037662008,109932,110621,689,completed,-35
Greedy,403,3658959723,108978,109292,314,completed,-11
Greedy,419,3037662008,109982,110724,742,completed,-35
Greedy,420,3037662008,110038,110827,789,completed,-35
Greedy,404,3658959723,109032,109394,362,completed,-11
Greedy,455,3658959723,114535,113584,4294966345,completed,-11
Greedy,456,3658959723,114736,113762,4294966322,completed,-11
Greedy,457,3658959723,114786,113871,4294966381,completed,-11
Greedy,458,3658959723,114836,113974,4294966434,completed,-11
Greedy,459,3658959723,114886,114077,4294966487,completed,-11
Greedy,460,3658959723,114936,114180,4294966540,completed,-11
Greedy,461,3658959723,114986,114282,4294966592,completed,-11
Greedy,462,3658959723,115036,114384,4294966644,completed,-11
Greedy,437,3658959723,116083,114937,4294966150,completed,-11
Greedy,480,3658959723,116086,115052,4294966262,completed,-11
Greedy,481,3658959723,116136,115155,4294966315,completed,-11
Greedy,482,3658959723,116186,115258,4294966368,completed,-11
Greedy,421,3037662008,115089,110930,4294963137,completed,-35
Greedy,422,3037662008,115332,111032,4294962996,completed,-35
Greedy,483,3658959723,116236,115360,4294966420,completed,-11
Greedy,423,3037662008,115382,111133,4294963047,completed,-35
Greedy,438,3658959723,116328,115564,4294966532,completed,-11
Greedy,435,3037662008,115983,112350,4294963663,completed,-35
Greedy,436,3037662008,116038,112452,4294963710,completed,-35
Greedy,485,3658959723,116336,115667,4294966627,completed,-11
Greedy,439,3658959723,116378,115770,4294966688,completed,-11
Greedy,440,3037662008,116428,112856,4294963724,completed,-35
Greedy,486,3658959723,116386,115872,4294966782,completed,-11
Greedy,441,3037662008,116478,112957,4294963775,completed,-35
Greedy,442,3037662008,116528,113058,4294963826,completed,-35
Greedy,487,3658959723,116436,116078,4294966938,completed,-11
Greedy,488,3658959723,116486,116284,4294967094,completed,-11
Greedy,443,3037662008,116747,113159,4294963708,completed,-35
Greedy,489,3658959723,116538,116490,4294967248,completed,-11
Greedy,490,3658959723,116744,116597,4294967149,completed,-11
Greedy,444,3037662008,116748,113261,4294963809,completed,-35
Greedy,445,3037662008,116749,113362,4294963909,completed,-35
Greedy,446,3037662008,116750,113464,4294964010,completed,-35
Greedy,447,3037662008,116781,113565,4294964080,completed,-35
Greedy,448,3037662008,116831,113667,4294964132,completed,-35
Greedy,449,3037662008,116884,113769,4294964181,completed,-35
Greedy,450,3037662008,116934,113871,4294964233,completed,-34
Greedy,451,3037662008,116987,113973,4294964282,completed,-34
Greedy,452,3037662008,117040,114075,4294964331,completed,-34
Greedy,453,3037662008,117088,114177,4294964385,completed,-34
Greedy,454,3037662008,117328,114307,4294964275,completed,-34
Greedy,463,3037662008,115086,114593,4294966803,completed,-34
Greedy,464,3037662008,115136,115133,4294967293,completed,-34
Greedy,465,3037662008,115186,115384,198,completed,-34
Greedy,466,3037662008,115236,115589,353,completed,-34
Greedy,467,3037662008,115286,115696,410,completed,-34
Greedy,491,3658959723,116794,117213,419,completed,-11
Greedy,468,3037662008,115338,115911,573,completed,-34
Greedy,469,3037662008,115388,116115,727,completed,-34
Greedy,424,3037662008,115432,116217,785,completed,-34
Greedy,492,3658959723,116845,117417,572,completed,-11
Greedy,470,3037662008,115438,116319,881,completed,-34
Greedy,425,3037662008,115482,116420,938,completed,-34
Greedy,471,3037662008,115488,116522,1034,completed,-34
Greedy,426,3037662008,115532,116629,1097,completed,-34
Greedy,472,3037662008,115538,116731,1193,completed,-34
Greedy,493,3658959723,116895,117621,726,completed,-11
Greedy,473,3037662008,115734,116833,1099,completed,-34
Greedy,427,3037662008,115736,116935,1199,completed,-34
Greedy,428,3037662008,115738,117037,1299,completed,-34
Greedy,429,3037662008,115739,117139,1400,completed,-34
Greedy,430,3037662008,115740,117241,1501,completed,-34
Greedy,431,3037662008,115783,117343,1560,completed,-34
Greedy,494,3658959723,116945,117827,882,completed,-10
Greedy,474,3037662008,115785,117444,1659,completed,-34
Greedy,432,3037662008,115833,117545,1712,completed,-34
Greedy,475,3037662008,115835,117647,1812,completed,-34
Greedy,433,3037662008,115883,117749,1866,completed,-34
Greedy,495,3658959723,116995,118032,1037,completed,-10
Greedy,476,3037662008,115885,117851,1966,completed,-34
Greedy,434,3037662008,115933,117953,2020,completed,-34
Greedy,477,3037662008,115935,118055,2120,completed,-34
Greedy,496,3658959723,117046,118135,1089,completed,-10
Greedy,478,3037662008,115985,118260,2275,completed,-34
Greedy,479,3037662008,116035,118363,2328,completed,-34
Greedy,497,3658959723,117096,118341,1245,completed,-10
Greedy,498,3658959723,117146,118444,1298,completed,-10
Greedy,499,3658959723,117196,118546,1350,completed,-10
